n;Task1;Task2;Task3
3973;4;11919;31569458
3974;4;11922;31585352
3975;4;11925;31601250
3976;4;11928;31617152
3977;4;11931;31633058
3978;4;11934;31648968
3979;4;11937;31664882
3980;4;11940;31680800
3981;4;11943;31696722
3982;4;11946;31712648
3983;4;11949;31728578
3984;4;11952;31744512
3985;4;11955;31760450
3986;4;11958;31776392
3987;4;11961;31792338
3988;4;11964;31808288
3989;4;11967;31824242
3990;4;11970;31840200
3991;4;11973;31856162
3992;4;11976;31872128
3993;4;11979;31888098
3994;4;11982;31904072
3995;4;11985;31920050
3996;4;11988;31936032
3997;4;11991;31952018
3998;4;11994;31968008
3999;4;11997;31984002
4000;4;12000;32000000
4001;4;12003;32016002
4002;4;12006;32032008
4003;4;12009;32048018
4004;4;12012;32064032
4005;4;12015;32080050
4006;4;12018;32096072
4007;4;12021;32112098
4008;4;12024;32128128
4009;4;12027;32144162
4010;4;12030;32160200
4011;4;12033;32176242
4012;4;12036;32192288
4013;4;12039;32208338
4014;4;12042;32224392
4015;4;12045;32240450
4016;4;12048;32256512
4017;4;12051;32272578
4018;4;12054;32288648
4019;4;12057;32304722
4020;4;12060;32320800
4021;4;12063;32336882
4022;4;12066;32352968
4023;4;12069;32369058
4024;4;12072;32385152
4025;4;12075;32401250
4026;4;12078;32417352
4027;4;12081;32433458
4028;4;12084;32449568
4029;4;12087;32465682
4030;4;12090;32481800
4031;4;12093;32497922
4032;4;12096;32514048
4033;4;12099;32530178
4034;4;12102;32546312
4035;4;12105;32562450
4036;4;12108;32578592
4037;4;12111;32594738
4038;4;12114;32610888
4039;4;12117;32627042
4040;4;12120;32643200
4041;4;12123;32659362
4042;4;12126;32675528
4043;4;12129;32691698
4044;4;12132;32707872
4045;4;12135;32724050
4046;4;12138;32740232
4047;4;12141;32756418
4048;4;12144;32772608
4049;4;12147;32788802
4050;4;12150;32805000
4051;4;12153;32821202
4052;4;12156;32837408
4053;4;12159;32853618
4054;4;12162;32869832
4055;4;12165;32886050
4056;4;12168;32902272
4057;4;12171;32918498
4058;4;12174;32934728
4059;4;12177;32950962
4060;4;12180;32967200
4061;4;12183;32983442
4062;4;12186;32999688
4063;4;12189;33015938
4064;4;12192;33032192
4065;4;12195;33048450
4066;4;12198;33064712
4067;4;12201;33080978
4068;4;12204;33097248
4069;4;12207;33113522
4070;4;12210;33129800
4071;4;12213;33146082
4072;4;12216;33162368
4073;4;12219;33178658
4074;4;12222;33194952
4075;4;12225;33211250
4076;4;12228;33227552
4077;4;12231;33243858
4078;4;12234;33260168
4079;4;12237;33276482
4080;4;12240;33292800
4081;4;12243;33309122
4082;4;12246;33325448
4083;4;12249;33341778
4084;4;12252;33358112
4085;4;12255;33374450
4086;4;12258;33390792
4087;4;12261;33407138
4088;4;12264;33423488
4089;4;12267;33439842
4090;4;12270;33456200
4091;4;12273;33472562
4092;4;12276;33488928
4093;4;12279;33505298
4094;4;12282;33521672
4095;4;12285;33538050
4096;4;12288;33554432
4097;4;12291;33570818
4098;4;12294;33587208
4099;4;12297;33603602
4100;4;12300;33620000
4101;4;12303;33636402
4102;4;12306;33652808
4103;4;12309;33669218
4104;4;12312;33685632
4105;4;12315;33702050
4106;4;12318;33718472
4107;4;12321;33734898
4108;4;12324;33751328
4109;4;12327;33767762
4110;4;12330;33784200
4111;4;12333;33800642
4112;4;12336;33817088
4113;4;12339;33833538
4114;4;12342;33849992
4115;4;12345;33866450
4116;4;12348;33882912
4117;4;12351;33899378
4118;4;12354;33915848
4119;4;12357;33932322
4120;4;12360;33948800
4121;4;12363;33965282
4122;4;12366;33981768
4123;4;12369;33998258
4124;4;12372;34014752
4125;4;12375;34031250
4126;4;12378;34047752
4127;4;12381;34064258
4128;4;12384;34080768
4129;4;12387;34097282
4130;4;12390;34113800
4131;4;12393;34130322
4132;4;12396;34146848
4133;4;12399;34163378
4134;4;12402;34179912
4135;4;12405;34196450
4136;4;12408;34212992
4137;4;12411;34229538
4138;4;12414;34246088
4139;4;12417;34262642
4140;4;12420;34279200
4141;4;12423;34295762
4142;4;12426;34312328
4143;4;12429;34328898
4144;4;12432;34345472
4145;4;12435;34362050
4146;4;12438;34378632
4147;4;12441;34395218
4148;4;12444;34411808
4149;4;12447;34428402
4150;4;12450;34445000
4151;4;12453;34461602
4152;4;12456;34478208
4153;4;12459;34494818
4154;4;12462;34511432
4155;4;12465;34528050
4156;4;12468;34544672
4157;4;12471;34561298
4158;4;12474;34577928
4159;4;12477;34594562
4160;4;12480;34611200
4161;4;12483;34627842
4162;4;12486;34644488
4163;4;12489;34661138
4164;4;12492;34677792
4165;4;12495;34694450
4166;4;12498;34711112
4167;4;12501;34727778
4168;4;12504;34744448
4169;4;12507;34761122
4170;4;12510;34777800
4171;4;12513;34794482
4172;4;12516;34811168
4173;4;12519;34827858
4174;4;12522;34844552
4175;4;12525;34861250
4176;4;12528;34877952
4177;4;12531;34894658
4178;4;12534;34911368
4179;4;12537;34928082
4180;4;12540;34944800
4181;4;12543;34961522
4182;4;12546;34978248
4183;4;12549;34994978
4184;4;12552;35011712
4185;4;12555;35028450
4186;4;12558;35045192
4187;4;12561;35061938
4188;4;12564;35078688
4189;4;12567;35095442
4190;4;12570;35112200
4191;4;12573;35128962
4192;4;12576;35145728
4193;4;12579;35162498
4194;4;12582;35179272
4195;4;12585;35196050
4196;4;12588;35212832
4197;4;12591;35229618
4198;4;12594;35246408
4199;4;12597;35263202
4200;4;12600;35280000
4201;4;12603;35296802
4202;4;12606;35313608
4203;4;12609;35330418
4204;4;12612;35347232
4205;4;12615;35364050
4206;4;12618;35380872
4207;4;12621;35397698
4208;4;12624;35414528
4209;4;12627;35431362
4210;4;12630;35448200
4211;4;12633;35465042
4212;4;12636;35481888
4213;4;12639;35498738
4214;4;12642;35515592
4215;4;12645;35532450
4216;4;12648;35549312
4217;4;12651;35566178
4218;4;12654;35583048
4219;4;12657;35599922
4220;4;12660;35616800
4221;4;12663;35633682
4222;4;12666;35650568
4223;4;12669;35667458
4224;4;12672;35684352
4225;4;12675;35701250
4226;4;12678;35718152
4227;4;12681;35735058
4228;4;12684;35751968
4229;4;12687;35768882
4230;4;12690;35785800
4231;4;12693;35802722
4232;4;12696;35819648
4233;4;12699;35836578
4234;4;12702;35853512
4235;4;12705;35870450
4236;4;12708;35887392
4237;4;12711;35904338
4238;4;12714;35921288
4239;4;12717;35938242
4240;4;12720;35955200
4241;4;12723;35972162
4242;4;12726;35989128
4243;4;12729;36006098
4244;4;12732;36023072
4245;4;12735;36040050
4246;4;12738;36057032
4247;4;12741;36074018
4248;4;12744;36091008
4249;4;12747;36108002
4250;4;12750;36125000
4251;4;12753;36142002
4252;4;12756;36159008
4253;4;12759;36176018
4254;4;12762;36193032
4255;4;12765;36210050
4256;4;12768;36227072
4257;4;12771;36244098
4258;4;12774;36261128
4259;4;12777;36278162
4260;4;12780;36295200
4261;4;12783;36312242
4262;4;12786;36329288
4263;4;12789;36346338
4264;4;12792;36363392
4265;4;12795;36380450
4266;4;12798;36397512
4267;4;12801;36414578
4268;4;12804;36431648
4269;4;12807;36448722
4270;4;12810;36465800
4271;4;12813;36482882
4272;4;12816;36499968
4273;4;12819;36517058
4274;4;12822;36534152
4275;4;12825;36551250
4276;4;12828;36568352
4277;4;12831;36585458
4278;4;12834;36602568
4279;4;12837;36619682
4280;4;12840;36636800
4281;4;12843;36653922
4282;4;12846;36671048
4283;4;12849;36688178
4284;4;12852;36705312
4285;4;12855;36722450
4286;4;12858;36739592
4287;4;12861;36756738
4288;4;12864;36773888
4289;4;12867;36791042
4290;4;12870;36808200
4291;4;12873;36825362
4292;4;12876;36842528
4293;4;12879;36859698
4294;4;12882;36876872
4295;4;12885;36894050
4296;4;12888;36911232
4297;4;12891;36928418
4298;4;12894;36945608
4299;4;12897;36962802
4300;4;12900;36980000
4301;4;12903;36997202
4302;4;12906;37014408
4303;4;12909;37031618
4304;4;12912;37048832
4305;4;12915;37066050
4306;4;12918;37083272
4307;4;12921;37100498
4308;4;12924;37117728
4309;4;12927;37134962
4310;4;12930;37152200
4311;4;12933;37169442
4312;4;12936;37186688
4313;4;12939;37203938
4314;4;12942;37221192
4315;4;12945;37238450
4316;4;12948;37255712
4317;4;12951;37272978
4318;4;12954;37290248
4319;4;12957;37307522
4320;4;12960;37324800
4321;4;12963;37342082
4322;4;12966;37359368
4323;4;12969;37376658
4324;4;12972;37393952
4325;4;12975;37411250
4326;4;12978;37428552
4327;4;12981;37445858
4328;4;12984;37463168
4329;4;12987;37480482
4330;4;12990;37497800
4331;4;12993;37515122
4332;4;12996;37532448
4333;4;12999;37549778
4334;4;13002;37567112
4335;4;13005;37584450
4336;4;13008;37601792
4337;4;13011;37619138
4338;4;13014;37636488
4339;4;13017;37653842
4340;4;13020;37671200
4341;4;13023;37688562
4342;4;13026;37705928
4343;4;13029;37723298
4344;4;13032;37740672
4345;4;13035;37758050
4346;4;13038;37775432
4347;4;13041;37792818
4348;4;13044;37810208
4349;4;13047;37827602
4350;4;13050;37845000
4351;4;13053;37862402
4352;4;13056;37879808
4353;4;13059;37897218
4354;4;13062;37914632
4355;4;13065;37932050
4356;4;13068;37949472
4357;4;13071;37966898
4358;4;13074;37984328
4359;4;13077;38001762
4360;4;13080;38019200
4361;4;13083;38036642
4362;4;13086;38054088
4363;4;13089;38071538
4364;4;13092;38088992
4365;4;13095;38106450
4366;4;13098;38123912
4367;4;13101;38141378
4368;4;13104;38158848
4369;4;13107;38176322
4370;4;13110;38193800
4371;4;13113;38211282
4372;4;13116;38228768
4373;4;13119;38246258
4374;4;13122;38263752
4375;4;13125;38281250
4376;4;13128;38298752
4377;4;13131;38316258
4378;4;13134;38333768
4379;4;13137;38351282
4380;4;13140;38368800
4381;4;13143;38386322
4382;4;13146;38403848
4383;4;13149;38421378
4384;4;13152;38438912
4385;4;13155;38456450
4386;4;13158;38473992
4387;4;13161;38491538
4388;4;13164;38509088
4389;4;13167;38526642
4390;4;13170;38544200
4391;4;13173;38561762
4392;4;13176;38579328
4393;4;13179;38596898
4394;4;13182;38614472
4395;4;13185;38632050
4396;4;13188;38649632
4397;4;13191;38667218
4398;4;13194;38684808
4399;4;13197;38702402
4400;4;13200;38720000
4401;4;13203;38737602
4402;4;13206;38755208
4403;4;13209;38772818
4404;4;13212;38790432
4405;4;13215;38808050
4406;4;13218;38825672
4407;4;13221;38843298
4408;4;13224;38860928
4409;4;13227;38878562
4410;4;13230;38896200
4411;4;13233;38913842
4412;4;13236;38931488
4413;4;13239;38949138
4414;4;13242;38966792
4415;4;13245;38984450
4416;4;13248;39002112
4417;4;13251;39019778
4418;4;13254;39037448
4419;4;13257;39055122
4420;4;13260;39072800
4421;4;13263;39090482
4422;4;13266;39108168
4423;4;13269;39125858
4424;4;13272;39143552
4425;4;13275;39161250
4426;4;13278;39178952
4427;4;13281;39196658
4428;4;13284;39214368
4429;4;13287;39232082
4430;4;13290;39249800
4431;4;13293;39267522
4432;4;13296;39285248
4433;4;13299;39302978
4434;4;13302;39320712
4435;4;13305;39338450
4436;4;13308;39356192
4437;4;13311;39373938
4438;4;13314;39391688
4439;4;13317;39409442
4440;4;13320;39427200
4441;4;13323;39444962
4442;4;13326;39462728
4443;4;13329;39480498
4444;4;13332;39498272
4445;4;13335;39516050
4446;4;13338;39533832
4447;4;13341;39551618
4448;4;13344;39569408
4449;4;13347;39587202
4450;4;13350;39605000
4451;4;13353;39622802
4452;4;13356;39640608
4453;4;13359;39658418
4454;4;13362;39676232
4455;4;13365;39694050
4456;4;13368;39711872
4457;4;13371;39729698
4458;4;13374;39747528
4459;4;13377;39765362
4460;4;13380;39783200
4461;4;13383;39801042
4462;4;13386;39818888
4463;4;13389;39836738
4464;4;13392;39854592
4465;4;13395;39872450
4466;4;13398;39890312
4467;4;13401;39908178
4468;4;13404;39926048
4469;4;13407;39943922
4470;4;13410;39961800
4471;4;13413;39979682
4472;4;13416;39997568
4473;4;13419;40015458
4474;4;13422;40033352
4475;4;13425;40051250
4476;4;13428;40069152
4477;4;13431;40087058
4478;4;13434;40104968
4479;4;13437;40122882
4480;4;13440;40140800
4481;4;13443;40158722
4482;4;13446;40176648
4483;4;13449;40194578
4484;4;13452;40212512
4485;4;13455;40230450
4486;4;13458;40248392
4487;4;13461;40266338
4488;4;13464;40284288
4489;4;13467;40302242
4490;4;13470;40320200
4491;4;13473;40338162
4492;4;13476;40356128
4493;4;13479;40374098
4494;4;13482;40392072
4495;4;13485;40410050
4496;4;13488;40428032
4497;4;13491;40446018
4498;4;13494;40464008
4499;4;13497;40482002
4500;4;13500;40500000
4501;4;13503;40518002
4502;4;13506;40536008
4503;4;13509;40554018
4504;4;13512;40572032
4505;4;13515;40590050
4506;4;13518;40608072
4507;4;13521;40626098
4508;4;13524;40644128
4509;4;13527;40662162
4510;4;13530;40680200
4511;4;13533;40698242
4512;4;13536;40716288
4513;4;13539;40734338
4514;4;13542;40752392
4515;4;13545;40770450
4516;4;13548;40788512
4517;4;13551;40806578
4518;4;13554;40824648
4519;4;13557;40842722
4520;4;13560;40860800
4521;4;13563;40878882
4522;4;13566;40896968
4523;4;13569;40915058
4524;4;13572;40933152
4525;4;13575;40951250
4526;4;13578;40969352
4527;4;13581;40987458
4528;4;13584;41005568
4529;4;13587;41023682
4530;4;13590;41041800
4531;4;13593;41059922
4532;4;13596;41078048
4533;4;13599;41096178
4534;4;13602;41114312
4535;4;13605;41132450
4536;4;13608;41150592
4537;4;13611;41168738
4538;4;13614;41186888
4539;4;13617;41205042
4540;4;13620;41223200
4541;4;13623;41241362
4542;4;13626;41259528
4543;4;13629;41277698
4544;4;13632;41295872
4545;4;13635;41314050
4546;4;13638;41332232
4547;4;13641;41350418
4548;4;13644;41368608
4549;4;13647;41386802
4550;4;13650;41405000
4551;4;13653;41423202
4552;4;13656;41441408
4553;4;13659;41459618
4554;4;13662;41477832
4555;4;13665;41496050
4556;4;13668;41514272
4557;4;13671;41532498
4558;4;13674;41550728
4559;4;13677;41568962
4560;4;13680;41587200
4561;4;13683;41605442
4562;4;13686;41623688
4563;4;13689;41641938
4564;4;13692;41660192
4565;4;13695;41678450
4566;4;13698;41696712
4567;4;13701;41714978
4568;4;13704;41733248
4569;4;13707;41751522
4570;4;13710;41769800
4571;4;13713;41788082
4572;4;13716;41806368
4573;4;13719;41824658
4574;4;13722;41842952
4575;4;13725;41861250
4576;4;13728;41879552
4577;4;13731;41897858
4578;4;13734;41916168
4579;4;13737;41934482
4580;4;13740;41952800
4581;4;13743;41971122
4582;4;13746;41989448
4583;4;13749;42007778
4584;4;13752;42026112
4585;4;13755;42044450
4586;4;13758;42062792
4587;4;13761;42081138
4588;4;13764;42099488
4589;4;13767;42117842
4590;4;13770;42136200
4591;4;13773;42154562
4592;4;13776;42172928
4593;4;13779;42191298
4594;4;13782;42209672
4595;4;13785;42228050
4596;4;13788;42246432
4597;4;13791;42264818
4598;4;13794;42283208
4599;4;13797;42301602
4600;4;13800;42320000
4601;4;13803;42338402
4602;4;13806;42356808
4603;4;13809;42375218
4604;4;13812;42393632
4605;4;13815;42412050
4606;4;13818;42430472
4607;4;13821;42448898
4608;4;13824;42467328
4609;4;13827;42485762
4610;4;13830;42504200
4611;4;13833;42522642
4612;4;13836;42541088
4613;4;13839;42559538
4614;4;13842;42577992
4615;4;13845;42596450
4616;4;13848;42614912
4617;4;13851;42633378
4618;4;13854;42651848
4619;4;13857;42670322
4620;4;13860;42688800
4621;4;13863;42707282
4622;4;13866;42725768
4623;4;13869;42744258
4624;4;13872;42762752
4625;4;13875;42781250
4626;4;13878;42799752
4627;4;13881;42818258
4628;4;13884;42836768
4629;4;13887;42855282
4630;4;13890;42873800
4631;4;13893;42892322
4632;4;13896;42910848
4633;4;13899;42929378
4634;4;13902;42947912
4635;4;13905;42966450
4636;4;13908;42984992
4637;4;13911;43003538
4638;4;13914;43022088
4639;4;13917;43040642
4640;4;13920;43059200
4641;4;13923;43077762
4642;4;13926;43096328
4643;4;13929;43114898
4644;4;13932;43133472
4645;4;13935;43152050
4646;4;13938;43170632
4647;4;13941;43189218
4648;4;13944;43207808
4649;4;13947;43226402
4650;4;13950;43245000
4651;4;13953;43263602
4652;4;13956;43282208
4653;4;13959;43300818
4654;4;13962;43319432
4655;4;13965;43338050
4656;4;13968;43356672
4657;4;13971;43375298
4658;4;13974;43393928
4659;4;13977;43412562
4660;4;13980;43431200
4661;4;13983;43449842
4662;4;13986;43468488
4663;4;13989;43487138
4664;4;13992;43505792
4665;4;13995;43524450
4666;4;13998;43543112
4667;4;14001;43561778
4668;4;14004;43580448
4669;4;14007;43599122
4670;4;14010;43617800
4671;4;14013;43636482
4672;4;14016;43655168
4673;4;14019;43673858
4674;4;14022;43692552
4675;4;14025;43711250
4676;4;14028;43729952
4677;4;14031;43748658
4678;4;14034;43767368
4679;4;14037;43786082
4680;4;14040;43804800
4681;4;14043;43823522
4682;4;14046;43842248
4683;4;14049;43860978
4684;4;14052;43879712
4685;4;14055;43898450
4686;4;14058;43917192
4687;4;14061;43935938
4688;4;14064;43954688
4689;4;14067;43973442
4690;4;14070;43992200
4691;4;14073;44010962
4692;4;14076;44029728
4693;4;14079;44048498
4694;4;14082;44067272
4695;4;14085;44086050
4696;4;14088;44104832
4697;4;14091;44123618
4698;4;14094;44142408
4699;4;14097;44161202
4700;4;14100;44180000
4701;4;14103;44198802
4702;4;14106;44217608
4703;4;14109;44236418
4704;4;14112;44255232
4705;4;14115;44274050
4706;4;14118;44292872
4707;4;14121;44311698
4708;4;14124;44330528
4709;4;14127;44349362
4710;4;14130;44368200
4711;4;14133;44387042
4712;4;14136;44405888
4713;4;14139;44424738
4714;4;14142;44443592
4715;4;14145;44462450
4716;4;14148;44481312
4717;4;14151;44500178
4718;4;14154;44519048
4719;4;14157;44537922
4720;4;14160;44556800
4721;4;14163;44575682
4722;4;14166;44594568
4723;4;14169;44613458
4724;4;14172;44632352
4725;4;14175;44651250
4726;4;14178;44670152
4727;4;14181;44689058
4728;4;14184;44707968
4729;4;14187;44726882
4730;4;14190;44745800
4731;4;14193;44764722
4732;4;14196;44783648
4733;4;14199;44802578
4734;4;14202;44821512
4735;4;14205;44840450
4736;4;14208;44859392
4737;4;14211;44878338
4738;4;14214;44897288
4739;4;14217;44916242
4740;4;14220;44935200
4741;4;14223;44954162
4742;4;14226;44973128
4743;4;14229;44992098
4744;4;14232;45011072
4745;4;14235;45030050
4746;4;14238;45049032
4747;4;14241;45068018
4748;4;14244;45087008
4749;4;14247;45106002
4750;4;14250;45125000
4751;4;14253;45144002
4752;4;14256;45163008
4753;4;14259;45182018
4754;4;14262;45201032
4755;4;14265;45220050
4756;4;14268;45239072
4757;4;14271;45258098
4758;4;14274;45277128
4759;4;14277;45296162
4760;4;14280;45315200
4761;4;14283;45334242
4762;4;14286;45353288
4763;4;14289;45372338
4764;4;14292;45391392
4765;4;14295;45410450
4766;4;14298;45429512
4767;4;14301;45448578
4768;4;14304;45467648
4769;4;14307;45486722
4770;4;14310;45505800
4771;4;14313;45524882
4772;4;14316;45543968
4773;4;14319;45563058
4774;4;14322;45582152
4775;4;14325;45601250
4776;4;14328;45620352
4777;4;14331;45639458
4778;4;14334;45658568
4779;4;14337;45677682
4780;4;14340;45696800
4781;4;14343;45715922
4782;4;14346;45735048
4783;4;14349;45754178
4784;4;14352;45773312
4785;4;14355;45792450
4786;4;14358;45811592
4787;4;14361;45830738
4788;4;14364;45849888
4789;4;14367;45869042
4790;4;14370;45888200
4791;4;14373;45907362
4792;4;14376;45926528
4793;4;14379;45945698
4794;4;14382;45964872
4795;4;14385;45984050
4796;4;14388;46003232
4797;4;14391;46022418
4798;4;14394;46041608
4799;4;14397;46060802
4800;4;14400;46080000
4801;4;14403;46099202
4802;4;14406;46118408
4803;4;14409;46137618
4804;4;14412;46156832
4805;4;14415;46176050
4806;4;14418;46195272
4807;4;14421;46214498
4808;4;14424;46233728
4809;4;14427;46252962
4810;4;14430;46272200
4811;4;14433;46291442
4812;4;14436;46310688
4813;4;14439;46329938
4814;4;14442;46349192
4815;4;14445;46368450
4816;4;14448;46387712
4817;4;14451;46406978
4818;4;14454;46426248
4819;4;14457;46445522
4820;4;14460;46464800
4821;4;14463;46484082
4822;4;14466;46503368
4823;4;14469;46522658
4824;4;14472;46541952
4825;4;14475;46561250
4826;4;14478;46580552
4827;4;14481;46599858
4828;4;14484;46619168
4829;4;14487;46638482
4830;4;14490;46657800
4831;4;14493;46677122
4832;4;14496;46696448
4833;4;14499;46715778
4834;4;14502;46735112
4835;4;14505;46754450
4836;4;14508;46773792
4837;4;14511;46793138
4838;4;14514;46812488
4839;4;14517;46831842
4840;4;14520;46851200
4841;4;14523;46870562
4842;4;14526;46889928
4843;4;14529;46909298
4844;4;14532;46928672
4845;4;14535;46948050
4846;4;14538;46967432
4847;4;14541;46986818
4848;4;14544;47006208
4849;4;14547;47025602
4850;4;14550;47045000
4851;4;14553;47064402
4852;4;14556;47083808
4853;4;14559;47103218
4854;4;14562;47122632
4855;4;14565;47142050
4856;4;14568;47161472
4857;4;14571;47180898
4858;4;14574;47200328
4859;4;14577;47219762
4860;4;14580;47239200
4861;4;14583;47258642
4862;4;14586;47278088
4863;4;14589;47297538
4864;4;14592;47316992
4865;4;14595;47336450
4866;4;14598;47355912
4867;4;14601;47375378
4868;4;14604;47394848
4869;4;14607;47414322
4870;4;14610;47433800
4871;4;14613;47453282
4872;4;14616;47472768
4873;4;14619;47492258
4874;4;14622;47511752
4875;4;14625;47531250
4876;4;14628;47550752
4877;4;14631;47570258
